Query ID;Target ID;Affinity Threshold (nM);P-Value;Max Tc;Cut Sum;Z-Score;Name;Description;Query Smiles;InChi Key
7010588;NOD1;9;6.286e-91;0.4167;6.4741;161.4906;NOD1;Nucleotide-binding oligomerization domain-containing protein 1 (pKi >= 9);C(CC(=O)N)C(C(=O)NC(CCC(=O)N)C(=O)O)N;LOJYQMFIIJVETK-UHFFFAOYSA-N
52924162;LPAR1;6;2.249e-47;0.64;8.8579;83.298;LPAR1;Lysophosphatidic acid receptor 1 (pKi >= 6);CCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCC=CCCCCCCCC;ADCNXGARWPJRBV-UHFFFAOYSA-N
9856500;NPR;6;1.591e-84;0.4182;12.1828;149.9948;NPR;Thermolysin (pKi >= 6);CC(C)CC(C(=O)O)NC(=O)C(CCC(=O)O)N;YBAFDPFAUTYYRW-UHFFFAOYSA-N
12741;EST1_PIG;6;1.432e-79;0.52;6.2376;141.1001;EST1_PIG;Liver carboxylesterase (pKi >= 6);CCCCCCCCC(=O)C;ZAJNGDIORYACQU-UHFFFAOYSA-N
7010506;OPRD1;6;9.732000000000001e-98;0.6727;231.9287;173.717;OPRD1;Delta-type opioid receptor (pKi >= 6);CSCCC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)N;PYOHODCEOHCZBM-UHFFFAOYSA-N
7010506;ACE2;6;3.071e-113;0.451;15.9538;201.5462;ACE2;Angiotensin-converting enzyme 2 (pKi >= 6);CSCCC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)N;PYOHODCEOHCZBM-UHFFFAOYSA-N
5283956;SLC10A1;6;9.975e-57;0.4337;2.263;100.0897;SLC10A1;Sodium/bile acid cotransporter (pKi >= 6);CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(=O)C4)C)O)O)C;OEKUSRBIIZNLHZ-UHFFFAOYSA-N
9546825;LPAR1;6;5.594e-48;0.6038;8.9722;84.3828;LPAR1;Lysophosphatidic acid receptor 1 (pKi >= 6);CCCCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCC=CCC=CCCCCC;CLPMAPXZURYSNH-UHFFFAOYSA-N
19816755;SSTR2;7;3.567e-78;0.4079;18.9136;138.5931;SSTR2;Somatostatin receptor type 2 (pKi >= 7);CCC(C)C(C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)N;PITVQFJBUFDJDD-UHFFFAOYSA-N
435728;FPR1;6;1.325e-105;0.587;20.0331;187.8391;FPR1;fMet-Leu-Phe receptor (pKi >= 6);CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N;WMDZARSFSMZOQO-UHFFFAOYSA-N
25200879;EDNRA;6;2.2189999999999999e-44;0.4286;66.217;77.9224;EDNRA;Endothelin-1 receptor (pKi >= 6);C1=CC=C2C(=C1)C(=CN2)CC(=O)NC(CCC(=O)N)C(=O)O;DVJIJAYHBZALOJ-UHFFFAOYSA-N
53479719;FABP3;7;5.5349999999999996e-52;0.6379;1.711;91.5724;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCC=CCC=CCC=CCCCCCCCC;FEPPCXIJSFVQDL-UHFFFAOYSA-N
52924564;LPAR1;6;1.9649999999999998e-47;0.5926;8.8689;83.4031;LPAR1;Lysophosphatidic acid receptor 1 (pKi >= 6);CCCCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC;VPDGQGZVNVFJGD-UHFFFAOYSA-N
53480925;LPAR3;6;2.219e-101;0.6226;15.4998;180.2556;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCC=CCCCCCCCC(=O)OC(CO)COP(=O)(O)OCCN;NOVZJYYJYIFXJC-UHFFFAOYSA-N
52924353;LPAR1;6;5.594e-48;0.6038;8.9722;84.3828;LPAR1;Lysophosphatidic acid receptor 1 (pKi >= 6);CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC;IIWMKSHLSCQARO-UHFFFAOYSA-N
131763523;LPAR3;6;1.12e-76;0.551;11.7009;135.9054;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCC=CCC=CCC=CCCCCC)OC(=O)CCCCCCCCCCCCCC;JULFTYLLKSHNRK-UHFFFAOYSA-N
12366;LPAR3;6;2.1619999999999997e-53;0.5;8.12;94.1007;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCC(=O)OCC;XIRNKXNNONJFQO-UHFFFAOYSA-N
131753929;LPAR3;6;2.199e-75;0.5745;11.5021;133.5843;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC;HCFBZCCMOSAJDD-UHFFFAOYSA-N
131753287;LPAR3;6;3.946e-74;0.587;11.3092;131.3333;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC;DBIJZZLMYBLAQP-UHFFFAOYSA-N
4657542;NPR;6;7.037000000000001e-76;0.4186;10.9277;134.4728;NPR;Thermolysin (pKi >= 6);CNC(CC1=CC=CC=C1)C(=O)O;SCIFESDRCALIIM-UHFFFAOYSA-N
3038501;CCKAR;6;2.1249999999999997e-139;0.5156;137.9222;248.5115;CCKAR;Cholecystokinin receptor type A (pKi >= 6);C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC(=O)CCC(C(=O)O)N;CATMPQFFVNKDEY-UHFFFAOYSA-N
47579;CTSL;6;2.894e-68;0.6316;52.4485;120.803;CTSL;Cathepsin L1 (pKi >= 6);C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CC2=CC=CC=C2;LIIPHJDKZNTNII-UHFFFAOYSA-N
4427709;MMP1;6;9.986e-55;0.5556;68.9127;96.4982;MMP1;Interstitial collagenase (pKi >= 6);C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC2=CNC3=CC=CC=C32)N;IMMPMHKLUUZKAZ-UHFFFAOYSA-N
131801877;LPAR1;6;1.579e-45;0.7209;8.5086;79.9831;LPAR1;Lysophosphatidic acid receptor 1 (pKi >= 6);CCCCCCCCC=CCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)O;JWCNGONSUJKGDO-UHFFFAOYSA-N
4427709;OPRD1;6;9.927e-80;0.6364;189.4463;141.3858;OPRD1;Delta-type opioid receptor (pKi >= 6);C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC2=CNC3=CC=CC=C32)N;IMMPMHKLUUZKAZ-UHFFFAOYSA-N
22556;EST1_PIG;6;1.432e-79;0.52;6.2376;141.1001;EST1_PIG;Liver carboxylesterase (pKi >= 6);CCCCCCCCCCC(=O)C;LSKONYYRONEBKA-UHFFFAOYSA-N
6992643;ACE;6;3.0230000000000003e-124;0.55;123.4249;221.307;ACE;Angiotensin-converting enzyme (pKi >= 6);C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)O)N;HWMGTNOVUDIKRE-UHFFFAOYSA-N
800;MPO;6;8.771e-49;0.5455;7.9762;85.8275;MPO;Myeloperoxidase (pKi >= 6);C1=CC=C2C(=C1)C(=CN2)CC=O;WHOOUMGHGSPMGR-UHFFFAOYSA-N
131759263;LPAR1;6;7.328e-44;0.6136;8.1933;76.991;LPAR1;Lysophosphatidic acid receptor 1 (pKi >= 6);CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC;MDXVSMKNQLMYQZ-UHFFFAOYSA-N
7020642;TRY1_BOVIN;8;4.054e-110;0.4857;22.6943;195.9436;TRY1_BOVIN;Cationic trypsin (pKi >= 8);C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)N)C(=O)O;WEQJQNWXCSUVMA-UHFFFAOYSA-N
131750945;CYP17A1;6;3.185e-65;0.6909;29.2009;115.3424;CYP17A1;Steroid 17-alpha-hydroxylase/17,20 lyase (pKi >= 6);CC=C(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C;OSELKOCHBMDKEJ-UHFFFAOYSA-N
7359122;CAPNS1;6;8.150999999999999e-93;0.4107;6.3765;164.8787;CAPNS1;Calpain small subunit 1 (pKi >= 6);CC(C)C(C(=O)O)NC(=O)C(CC1=CC=CC=C1)N;IEHDJWSAXBGJIP-UHFFFAOYSA-N
131801943;LPAR3;6;2.7089999999999997e-90;0.7209;13.7949;160.3515;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCC=CCC=CCC=CCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCCCCC)O;PPTFPPBZILRDOI-UHFFFAOYSA-N
52925087;FABP3;7;6.186e-48;0.5397;1.5756;84.3044;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCC=COCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCCCC=CCC=CCCCCC;HLSDKIUXCZPFLL-UHFFFAOYSA-N
6993120;MMP9;6;4.4709999999999997e-45;0.4898;65.0639;79.1716;MMP9;Matrix metalloproteinase-9 (pKi >= 6);CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N;GJNDXQBALKCYSZ-UHFFFAOYSA-N
131754096;CQSS;6;2.596e-69;0.4286;2.0292;122.683;CQSS;CAI-1 autoinducer sensor kinase/phosphatase CqsS (pKi >= 6);CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC;MLEFRDDBNGCWLN-UHFFFAOYSA-N
47579;GRIA1;6;7.369e-48;0.4898;10.5514;84.168;GRIA1;Glutamate receptor 1 (pKi >= 6);C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CC2=CC=CC=C2;LIIPHJDKZNTNII-UHFFFAOYSA-N
435728;CTSK;6;3.7859999999999997e-47;0.4464;56.5686;82.8919;CTSK;Cathepsin K (pKi >= 6);CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N;WMDZARSFSMZOQO-UHFFFAOYSA-N
12591;PLA2G4B;6;2.175e-68;0.4595;5.9815;121.0259;PLA2G4B;Cytosolic phospholipase A2 beta (pKi >= 6);CCCCCCCCCCCCCCCCCCC(=O)O;ISYWECDDZWTKFF-UHFFFAOYSA-N
96814;BLA1_STEMA;6;1.037e-99;0.5;8.9706;177.2581;BLA1_STEMA;Metallo-beta-lactamase L1 (pKi >= 6);CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N;OMNVYXHOSHNURL-UHFFFAOYSA-N
53478438;LPAR3;6;6.297e-70;0.56;10.6629;123.7875;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC;UWHGFSHXNNIITD-UHFFFAOYSA-N
96814;HLA-DRB1;6;6.738e-99;0.4364;9.7515;175.799;HLA-DRB1;HLA class II histocompatibility antigen, DRB1-1 beta chain (pKi >= 6);CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N;OMNVYXHOSHNURL-UHFFFAOYSA-N
5488196;CYSP_TRYCR;7;3.189e-77;0.4151;18.7854;136.8852;CYSP_TRYCR;Cruzipain (pKi >= 7);CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)N;MIDZLCFIAINOQN-UHFFFAOYSA-N
151134;CAPNS1;6;3.9330000000000003e-69;0.4211;4.7367;122.3592;CAPNS1;Calpain small subunit 1 (pKi >= 6);C1=CC=C(C=C1)CC(C(=O)NC(CCC(=O)O)C(=O)O)N;JXWLMUIXUXLIJR-UHFFFAOYSA-N
4427709;OPRM1;6;6.22e-87;0.6364;250.9819;154.3176;OPRM1;Mu-type opioid receptor (pKi >= 6);C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC2=CNC3=CC=CC=C32)N;IMMPMHKLUUZKAZ-UHFFFAOYSA-N
53479939;FABP3;7;2.996e-45;0.4844;1.4859;79.4836;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCC=COC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN;PCKXGFCVDCVIHH-UHFFFAOYSA-N
263475;OPRD1;6;6.923e-43;0.5938;102.5322;75.24;OPRD1;Delta-type opioid receptor (pKi >= 6);CC(C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)N;OHGNSVACHBZKSS-UHFFFAOYSA-N
134906;ACE2;6;9.589e-101;0.4259;14.1841;179.1145;ACE2;Angiotensin-converting enzyme 2 (pKi >= 6);C1=CC=C(C=C1)CC(C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)O)N;JMCOUWKXLXDERB-UHFFFAOYSA-N
131754749;LPAR3;6;2.199e-75;0.5745;11.5021;133.5843;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCC=CCC=CCC;DCEIEGPNDFHINJ-UHFFFAOYSA-N
14409732;MME;6;7.376e-46;0.6212;39.2172;80.5766;MME;Neprilysin (pKi >= 6);C1CC(N(C1)C(=O)C(CC2=CNC3=CC=CC=C32)N)C(=O)O;DXYQIGZZWYBXSD-UHFFFAOYSA-N
273262;OPRD1;6;1.762e-110;0.6071;261.9878;196.5935;OPRD1;Delta-type opioid receptor (pKi >= 6);CC(C)CC(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)N;LHSGPCFBGJHPCY-UHFFFAOYSA-N
11579826;FURIN;6;4.641e-67;0.4737;12.2735;118.6395;FURIN;Furin (pKi >= 6);C1=CC=C(C=C1)CC(=O)NC(CCC(=O)O)C(=O)O;PTSRBZOZSRJCKX-UHFFFAOYSA-N
150964;MC1R;6;8.396000000000001e-120;0.5077;60.9439;213.3292;MC1R;Melanocyte-stimulating hormone receptor (pKi >= 6);C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCCN=C(N)N)N;PQBHGSGQZSOLIR-UHFFFAOYSA-N
53480059;LPAR3;6;1.612e-89;0.5667;13.6757;158.9608;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCC)COP(=O)(O)OC1C(C(C(C(C1O)O)O)O)O;BZUNGYVNIWPISD-UHFFFAOYSA-N
97415;QRFPR;6;7.056e-52;0.4386;6.3195;91.383;QRFPR;Pyroglutamylated RFamide peptide receptor (pKi >= 6);C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN;JBCLFWXMTIKCCB-UHFFFAOYSA-N
7021828;LAP3;6;3.241e-50;0.697;5.73;88.3989;LAP3;Cytosol aminopeptidase (pKi >= 6);CC(C)CC(C(=O)O)NC(=O)C(C(C)O)N;BQBCIBCLXBKYHW-UHFFFAOYSA-N
3421919;FCER2;6;1.634e-107;0.4655;13.18;191.2662;FCER2;Low affinity immunoglobulin epsilon Fc receptor (pKi >= 6);C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC2=CC=C(C=C2)O)N;CGWAPUBOXJWXMS-UHFFFAOYSA-N
