hmdb_id;inchi;cid;canonical_smiles;smiles_from_scaffold;smiles_from_generic_scaffold
HMDB0042896;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-24-26-28-29-31-33-35-38-41-44-47-50-53-59(62)65-56(54-63-57(60)51-48-45-42-39-36-21-18-15-12-9-6-3)55-64-58(61)52-49-46-43-40-37-34-32-30-27-25-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,24-27,29,31-32,34-35,38,56H,4-6,9,12-15,18,21-23,28,30,33,36-37,39-55H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,26-24-,27-25-,31-29-,34-32-,38-35-/t56-/m0/s1;131754033;CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CC(CCC(C)CCCCCCCCCCCCC)CCC(C)CCCCCCCCCCCCCCCCCCC
HMDB0048225;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-24-26-28-29-31-33-35-38-41-44-47-50-53-59(62)65-56(54-63-57(60)51-48-45-42-39-36-21-18-15-12-9-6-3)55-64-58(61)52-49-46-43-40-37-34-32-30-27-25-23-20-17-14-11-8-5-2/h8,11,15-20,24-27,29,31-32,34-35,38,56H,4-7,9-10,12-14,21-23,28,30,33,36-37,39-55H2,1-3H3/b11-8-,18-15-,19-16-,20-17-,26-24-,27-25-,31-29-,34-32-,38-35-/t56-/m0/s1;131759066;CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCC)COC(=O)CCCCCCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CC(CCC(C)CCCCCCCCCCCCC)CCC(C)CCCCCCCCCCCCCCCCCCC
HMDB0042717;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-24-26-28-29-31-33-35-38-41-44-47-50-53-59(62)65-56(54-63-57(60)51-48-45-42-39-36-21-18-15-12-9-6-3)55-64-58(61)52-49-46-43-40-37-34-32-30-27-25-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,24-27,29,31-32,34-35,38,40,43,56H,4-7,9-10,12-15,18,21-23,28,30,33,36-37,39,41-42,44-55H2,1-3H3/b11-8-,19-16-,20-17-,26-24-,27-25-,31-29-,34-32-,38-35-,43-40-/t56-/m0/s1;131753854;CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CC(CCC(C)CCCCCCCCCCCCC)CCC(C)CCCCCCCCCCCCCCCCCCC
HMDB0042746;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-24-26-28-29-31-33-35-38-41-44-47-50-53-59(62)65-56(54-63-57(60)51-48-45-42-39-36-21-18-15-12-9-6-3)55-64-58(61)52-49-46-43-40-37-34-32-30-27-25-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,24-27,29,31-32,34-35,38,44,47,56H,4-7,9-10,12-15,18,21-23,28,30,33,36-37,39-43,45-46,48-55H2,1-3H3/b11-8-,19-16-,20-17-,26-24-,27-25-,31-29-,34-32-,38-35-,47-44-/t56-/m0/s1;131753883;CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CC(CCC(C)CCCCCCCCCCCCC)CCC(C)CCCCCCCCCCCCCCCCCCC
HMDB0048779;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-34-37-40-43-46-49-52-58(61)64-55-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)65-59(62)53-50-47-44-41-38-35-31-26-23-20-17-14-11-8-5-2/h16-17,19-21,24-27,29-31,34,37-38,41,43,46,56H,4-15,18,22-23,28,32-33,35-36,39-40,42,44-45,47-55H2,1-3H3/b19-16-,20-17-,24-21-,27-25-,30-29-,31-26-,37-34-,41-38-,46-43-/t56-/m0/s1;131759592;CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCCC=CCC=CCC=CCCCCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCC
HMDB0044303;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-34-37-40-43-46-49-52-58(61)64-55-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)65-59(62)53-50-47-44-41-38-35-31-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-27,29-31,34,37-38,41,43,46,56H,4-6,8-9,11-15,18,21-24,28,32-33,35-36,39-40,42,44-45,47-55H2,1-3H3/b10-7-,19-16-,20-17-,27-25-,30-29-,31-26-,37-34-,41-38-,46-43-/t56-/m0/s1;131755361;CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCC=CCC=CCC=CCCCCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCC
HMDB0048763;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-34-37-40-43-46-49-52-58(61)64-55-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)65-59(62)53-50-47-44-41-38-35-31-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-27,29-31,34,37,43,46,56H,4-6,8-9,11-15,18,22-23,28,32-33,35-36,38-42,44-45,47-55H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,27-25-,30-29-,31-26-,37-34-,46-43-/t56-/m0/s1;131759576;CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCC=CCCCCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCC
HMDB0048784;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-34-37-40-43-46-49-52-58(61)64-55-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)65-59(62)53-50-47-44-41-38-35-31-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-27,29-31,34,37-38,41,56H,4-6,8-9,11-15,18,22-23,28,32-33,35-36,39-40,42-55H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,27-25-,30-29-,31-26-,37-34-,41-38-/t56-/m0/s1;131759597;CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCC=CCC=CCC=CCCCCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCC
HMDB0044499;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-34-37-40-43-46-49-52-58(61)64-55-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)65-59(62)53-50-47-44-41-38-35-31-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-27,29-31,34,37,43,46,56H,4-6,9,12-15,18,21-24,28,32-33,35-36,38-42,44-45,47-55H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,27-25-,30-29-,31-26-,37-34-,46-43-/t56-/m0/s1;131755552;CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCC
HMDB0044526;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-34-37-40-43-46-49-52-58(61)64-55-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)65-59(62)53-50-47-44-41-38-35-31-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-27,29-31,34,37-38,41,56H,4-6,9,12-15,18,21-24,28,32-33,35-36,39-40,42-55H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,27-25-,30-29-,31-26-,37-34-,41-38-/t56-/m0/s1;131755579;CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCC
HMDB0048938;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-34-37-40-43-46-49-52-58(61)64-55-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)65-59(62)53-50-47-44-41-38-35-31-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-21,24-27,29-31,34,37,56H,4-6,9,12-15,18,22-23,28,32-33,35-36,38-55H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,24-21-,27-25-,30-29-,31-26-,37-34-/t56-/m0/s1;131759750;CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCC
HMDB0044521;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-34-37-40-43-46-49-52-58(61)64-55-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)65-59(62)53-50-47-44-41-38-35-31-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,25-27,29-31,34,37-38,41,43,46,56H,4-7,9-10,12-15,18,21-24,28,32-33,35-36,39-40,42,44-45,47-55H2,1-3H3/b11-8-,19-16-,20-17-,27-25-,30-29-,31-26-,37-34-,41-38-,46-43-/t56-/m0/s1;131755574;CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCC
HMDB0048933;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-34-37-40-43-46-49-52-58(61)64-55-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)65-59(62)53-50-47-44-41-38-35-31-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-21,24-27,29-31,34,37,43,46,56H,4-7,9-10,12-15,18,22-23,28,32-33,35-36,38-42,44-45,47-55H2,1-3H3/b11-8-,19-16-,20-17-,24-21-,27-25-,30-29-,31-26-,37-34-,46-43-/t56-/m0/s1;131759745;CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCC
HMDB0048954;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-34-37-40-43-46-49-52-58(61)64-55-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)65-59(62)53-50-47-44-41-38-35-31-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-21,24-27,29-31,34,37-38,41,56H,4-7,9-10,12-15,18,22-23,28,32-33,35-36,39-40,42-55H2,1-3H3/b11-8-,19-16-,20-17-,24-21-,27-25-,30-29-,31-26-,37-34-,41-38-/t56-/m0/s1;131759766;CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCC
HMDB0052963;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-35-37-40-43-46-49-52-58(61)64-55-56(65-59(62)53-50-47-44-41-38-33-24-21-18-15-12-9-6-3)54-63-57(60)51-48-45-42-39-36-34-31-26-23-20-17-14-11-8-5-2/h16-17,19-21,24-27,29-31,35-37,39,43,46,56H,4-15,18,22-23,28,32-34,38,40-42,44-45,47-55H2,1-3H3/b19-16-,20-17-,24-21-,27-25-,30-29-,31-26-,37-35-,39-36-,46-43-/t56-/m0/s1;131763614;CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCC
HMDB0052885;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-35-37-40-43-46-49-52-58(61)64-55-56(65-59(62)53-50-47-44-41-38-33-24-21-18-15-12-9-6-3)54-63-57(60)51-48-45-42-39-36-34-31-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-27,29-31,35-37,39,43,46,56H,4-6,8-9,11-15,18,21-24,28,32-34,38,40-42,44-45,47-55H2,1-3H3/b10-7-,19-16-,20-17-,27-25-,30-29-,31-26-,37-35-,39-36-,46-43-/t56-/m0/s1;131763536;CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCC
HMDB0052529;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-35-37-40-43-46-49-52-58(61)64-55-56(65-59(62)53-50-47-44-41-38-33-24-21-18-15-12-9-6-3)54-63-57(60)51-48-45-42-39-36-34-31-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-27,29-31,35,37,43,46,56H,4-6,8-9,11-15,18,22-23,28,32-34,36,38-42,44-45,47-55H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,27-25-,30-29-,31-26-,37-35-,46-43-/t56-/m0/s1;131763206;CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCC
HMDB0052968;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-35-37-40-43-46-49-52-58(61)64-55-56(65-59(62)53-50-47-44-41-38-33-24-21-18-15-12-9-6-3)54-63-57(60)51-48-45-42-39-36-34-31-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-27,29-31,35-37,39,56H,4-6,8-9,11-15,18,22-23,28,32-34,38,40-55H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,27-25-,30-29-,31-26-,37-35-,39-36-/t56-/m0/s1;131763619;CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCC=CCC=CCCCCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCC
HMDB0010500;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-35-37-40-43-46-49-52-58(61)64-55-56(65-59(62)53-50-47-44-41-38-33-24-21-18-15-12-9-6-3)54-63-57(60)51-48-45-42-39-36-34-31-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-27,29-31,35,37,43,46,56H,4-6,9,12-15,18,21-24,28,32-34,36,38-42,44-45,47-55H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,27-25-,30-29-,31-26-,37-35-,46-43-/t56-/m0/s1;131750601;CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCC
HMDB0055372;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-35-37-40-43-46-49-52-58(61)64-55-56(65-59(62)53-50-47-44-41-38-33-24-21-18-15-12-9-6-3)54-63-57(60)51-48-45-42-39-36-34-31-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-27,29-31,35-37,39,56H,4-6,9,12-15,18,21-24,28,32-34,38,40-55H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,27-25-,30-29-,31-26-,37-35-,39-36-/t56-/m0/s1;131765893;CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCC
HMDB0055208;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-35-37-40-43-46-49-52-58(61)64-55-56(65-59(62)53-50-47-44-41-38-33-24-21-18-15-12-9-6-3)54-63-57(60)51-48-45-42-39-36-34-31-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-21,24-27,29-31,35,37,56H,4-6,9,12-15,18,22-23,28,32-34,36,38-55H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,24-21-,27-25-,30-29-,31-26-,37-35-/t56-/m0/s1;131765746;CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCC
HMDB0054927;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-35-37-40-43-46-49-52-58(61)64-55-56(65-59(62)53-50-47-44-41-38-33-24-21-18-15-12-9-6-3)54-63-57(60)51-48-45-42-39-36-34-31-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,25-27,29-31,35-37,39,43,46,56H,4-7,9-10,12-15,18,21-24,28,32-34,38,40-42,44-45,47-55H2,1-3H3/b11-8-,19-16-,20-17-,27-25-,30-29-,31-26-,37-35-,39-36-,46-43-/t56-/m1/s1;131765471;CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCC
HMDB0054974;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-35-37-40-43-46-49-52-58(61)64-55-56(65-59(62)53-50-47-44-41-38-33-24-21-18-15-12-9-6-3)54-63-57(60)51-48-45-42-39-36-34-31-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-21,24-27,29-31,35,37,43,46,56H,4-7,9-10,12-15,18,22-23,28,32-34,36,38-42,44-45,47-55H2,1-3H3/b11-8-,19-16-,20-17-,24-21-,27-25-,30-29-,31-26-,37-35-,46-43-/t56-/m1/s1;131765518;CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCC
HMDB0054715;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-35-37-40-43-46-49-52-58(61)64-55-56(65-59(62)53-50-47-44-41-38-33-24-21-18-15-12-9-6-3)54-63-57(60)51-48-45-42-39-36-34-31-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-21,24-27,29-31,35-37,39,56H,4-7,9-10,12-15,18,22-23,28,32-34,38,40-55H2,1-3H3/b11-8-,19-16-,20-17-,24-21-,27-25-,30-29-,31-26-,37-35-,39-36-/t56-/m1/s1;131765282;CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCC
HMDB0048905;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-35-38-41-44-47-50-53-59(62)65-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)55-64-58(61)52-49-46-43-40-37-34-31-26-23-20-17-14-11-8-5-2/h16-17,19-21,24-27,29-31,35,37-38,40,44,47,56H,4-15,18,22-23,28,32-34,36,39,41-43,45-46,48-55H2,1-3H3/b19-16-,20-17-,24-21-,27-25-,30-29-,31-26-,38-35-,40-37-,47-44-/t56-/m0/s1;131759717;CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCCCCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CC(CCC(C)CCCCCCCCCCCCCCC)CCC(C)CCCCCCCCCCCCCCCCC
HMDB0044627;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-35-38-41-44-47-50-53-59(62)65-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)55-64-58(61)52-49-46-43-40-37-34-31-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-27,29-31,35,37-38,40,44,47,56H,4-6,8-9,11-15,18,21-24,28,32-34,36,39,41-43,45-46,48-55H2,1-3H3/b10-7-,19-16-,20-17-,27-25-,30-29-,31-26-,38-35-,40-37-,47-44-/t56-/m0/s1;131755677;CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCCCCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CC(CCC(C)CCCCCCCCCCCCCCC)CCC(C)CCCCCCCCCCCCCCCCC
HMDB0049015;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-35-38-41-44-47-50-53-59(62)65-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)55-64-58(61)52-49-46-43-40-37-34-31-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-27,29-31,35,37-38,40,56H,4-6,8-9,11-15,18,22-23,28,32-34,36,39,41-55H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,27-25-,30-29-,31-26-,38-35-,40-37-/t56-/m0/s1;131759827;CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCCCCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CC(CCC(C)CCCCCCCCCCCCCCC)CCC(C)CCCCCCCCCCCCCCCCC
HMDB0049036;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-35-38-41-44-47-50-53-59(62)65-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)55-64-58(61)52-49-46-43-40-37-34-31-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-27,29-31,35,38,44,47,56H,4-6,8-9,11-15,18,22-23,28,32-34,36-37,39-43,45-46,48-55H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,27-25-,30-29-,31-26-,38-35-,47-44-/t56-/m0/s1;131759848;CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CC(CCC(C)CCCCCCCCCCCCCCC)CCC(C)CCCCCCCCCCCCCCCCC
HMDB0044607;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-35-38-41-44-47-50-53-59(62)65-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)55-64-58(61)52-49-46-43-40-37-34-31-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-27,29-31,35,37-38,40,56H,4-6,9,12-15,18,21-24,28,32-34,36,39,41-55H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,27-25-,30-29-,31-26-,38-35-,40-37-/t56-/m0/s1;131755658;CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CC(CCC(C)CCCCCCCCCCCCCCC)CCC(C)CCCCCCCCCCCCCCCCC
HMDB0044634;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-35-38-41-44-47-50-53-59(62)65-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)55-64-58(61)52-49-46-43-40-37-34-31-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-27,29-31,35,38,44,47,56H,4-6,9,12-15,18,21-24,28,32-34,36-37,39-43,45-46,48-55H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,27-25-,30-29-,31-26-,38-35-,47-44-/t56-/m0/s1;131755684;CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCC=CCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CC(CCC(C)CCCCCCCCCCCCCCC)CCC(C)CCCCCCCCCCCCCCCCC
HMDB0049022;InChI=1S/C59H96O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-35-38-41-44-47-50-53-59(62)65-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)55-64-58(61)52-49-46-43-40-37-34-31-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-21,24-27,29-31,35,38,56H,4-6,9,12-15,18,22-23,28,32-34,36-37,39-55H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,24-21-,27-25-,30-29-,31-26-,38-35-/t56-/m0/s1;131759834;CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCC=CCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CC(CCC(C)CCCCCCCCCCCCCCC)CCC(C)CCCCCCCCCCCCCCCCC
